"","fsl","wash","capacity_gaps","protection","shelter","health","impact","education","calculated_msni"
"36608",4,4,4,4,3,4,1,3,4
"36609",1,1,1,1,4,4,1,3,4
"36610",2,1,1,1,4,4,1,3,4
"36611",3,1,1,1,4,4,1,3,4
"36612",4,1,1,1,4,4,1,3,4
"36613",1,2,1,1,4,4,1,3,4
"36614",2,2,1,1,4,4,1,3,4
"36615",3,2,1,1,4,4,1,3,4
"36616",4,2,1,1,4,4,1,3,4
"36617",1,3,1,1,4,4,1,3,4
"36618",2,3,1,1,4,4,1,3,4
"36619",3,3,1,1,4,4,1,3,4
"36620",4,3,1,1,4,4,1,3,4
"36621",1,4,1,1,4,4,1,3,4
"36622",2,4,1,1,4,4,1,3,4
"36623",3,4,1,1,4,4,1,3,4
"36624",4,4,1,1,4,4,1,3,4
"36625",1,1,2,1,4,4,1,3,4
"36626",2,1,2,1,4,4,1,3,4
"36627",3,1,2,1,4,4,1,3,4
"36628",4,1,2,1,4,4,1,3,4
"36629",1,2,2,1,4,4,1,3,4
"36630",2,2,2,1,4,4,1,3,4
"36631",3,2,2,1,4,4,1,3,4
"36632",4,2,2,1,4,4,1,3,4
"36633",1,3,2,1,4,4,1,3,4
"36634",2,3,2,1,4,4,1,3,4
"36635",3,3,2,1,4,4,1,3,4
"36636",4,3,2,1,4,4,1,3,4
"36637",1,4,2,1,4,4,1,3,4
"36638",2,4,2,1,4,4,1,3,4
"36639",3,4,2,1,4,4,1,3,4
"36640",4,4,2,1,4,4,1,3,4
"36641",1,1,3,1,4,4,1,3,4
"36642",2,1,3,1,4,4,1,3,4
"36643",3,1,3,1,4,4,1,3,4
"36644",4,1,3,1,4,4,1,3,4
"36645",1,2,3,1,4,4,1,3,4
"36646",2,2,3,1,4,4,1,3,4
"36647",3,2,3,1,4,4,1,3,4
"36648",4,2,3,1,4,4,1,3,4
"36649",1,3,3,1,4,4,1,3,4
"36650",2,3,3,1,4,4,1,3,4
"36651",3,3,3,1,4,4,1,3,4
"36652",4,3,3,1,4,4,1,3,4
"36653",1,4,3,1,4,4,1,3,4
"36654",2,4,3,1,4,4,1,3,4
"36655",3,4,3,1,4,4,1,3,4
"36656",4,4,3,1,4,4,1,3,4
"36657",1,1,4,1,4,4,1,3,4
"36658",2,1,4,1,4,4,1,3,4
"36659",3,1,4,1,4,4,1,3,4
"36660",4,1,4,1,4,4,1,3,4
"36661",1,2,4,1,4,4,1,3,4
"36662",2,2,4,1,4,4,1,3,4
"36663",3,2,4,1,4,4,1,3,4
"36664",4,2,4,1,4,4,1,3,4
"36665",1,3,4,1,4,4,1,3,4
"36666",2,3,4,1,4,4,1,3,4
"36667",3,3,4,1,4,4,1,3,4
"36668",4,3,4,1,4,4,1,3,4
"36669",1,4,4,1,4,4,1,3,4
"36670",2,4,4,1,4,4,1,3,4
"36671",3,4,4,1,4,4,1,3,4
"36672",4,4,4,1,4,4,1,3,4
"36673",1,1,1,2,4,4,1,3,4
"36674",2,1,1,2,4,4,1,3,4
"36675",3,1,1,2,4,4,1,3,4
"36676",4,1,1,2,4,4,1,3,4
"36677",1,2,1,2,4,4,1,3,4
"36678",2,2,1,2,4,4,1,3,4
"36679",3,2,1,2,4,4,1,3,4
"36680",4,2,1,2,4,4,1,3,4
"36681",1,3,1,2,4,4,1,3,4
"36682",2,3,1,2,4,4,1,3,4
"36683",3,3,1,2,4,4,1,3,4
"36684",4,3,1,2,4,4,1,3,4
"36685",1,4,1,2,4,4,1,3,4
"36686",2,4,1,2,4,4,1,3,4
"36687",3,4,1,2,4,4,1,3,4
"36688",4,4,1,2,4,4,1,3,4
"36689",1,1,2,2,4,4,1,3,4
"36690",2,1,2,2,4,4,1,3,4
"36691",3,1,2,2,4,4,1,3,4
"36692",4,1,2,2,4,4,1,3,4
"36693",1,2,2,2,4,4,1,3,4
"36694",2,2,2,2,4,4,1,3,4
"36695",3,2,2,2,4,4,1,3,4
"36696",4,2,2,2,4,4,1,3,4
"36697",1,3,2,2,4,4,1,3,4
"36698",2,3,2,2,4,4,1,3,4
"36699",3,3,2,2,4,4,1,3,4
"36700",4,3,2,2,4,4,1,3,4
"36701",1,4,2,2,4,4,1,3,4
"36702",2,4,2,2,4,4,1,3,4
"36703",3,4,2,2,4,4,1,3,4
"36704",4,4,2,2,4,4,1,3,4
"36705",1,1,3,2,4,4,1,3,4
"36706",2,1,3,2,4,4,1,3,4
"36707",3,1,3,2,4,4,1,3,4
"36708",4,1,3,2,4,4,1,3,4
"36709",1,2,3,2,4,4,1,3,4
"36710",2,2,3,2,4,4,1,3,4
"36711",3,2,3,2,4,4,1,3,4
"36712",4,2,3,2,4,4,1,3,4
"36713",1,3,3,2,4,4,1,3,4
"36714",2,3,3,2,4,4,1,3,4
"36715",3,3,3,2,4,4,1,3,4
"36716",4,3,3,2,4,4,1,3,4
"36717",1,4,3,2,4,4,1,3,4
"36718",2,4,3,2,4,4,1,3,4
"36719",3,4,3,2,4,4,1,3,4
"36720",4,4,3,2,4,4,1,3,4
"36721",1,1,4,2,4,4,1,3,4
"36722",2,1,4,2,4,4,1,3,4
"36723",3,1,4,2,4,4,1,3,4
"36724",4,1,4,2,4,4,1,3,4
"36725",1,2,4,2,4,4,1,3,4
"36726",2,2,4,2,4,4,1,3,4
"36727",3,2,4,2,4,4,1,3,4
"36728",4,2,4,2,4,4,1,3,4
"36729",1,3,4,2,4,4,1,3,4
"36730",2,3,4,2,4,4,1,3,4
"36731",3,3,4,2,4,4,1,3,4
"36732",4,3,4,2,4,4,1,3,4
"36733",1,4,4,2,4,4,1,3,4
"36734",2,4,4,2,4,4,1,3,4
"36735",3,4,4,2,4,4,1,3,4
"36736",4,4,4,2,4,4,1,3,4
"36737",1,1,1,3,4,4,1,3,4
"36738",2,1,1,3,4,4,1,3,4
"36739",3,1,1,3,4,4,1,3,4
"36740",4,1,1,3,4,4,1,3,4
"36741",1,2,1,3,4,4,1,3,4
"36742",2,2,1,3,4,4,1,3,4
"36743",3,2,1,3,4,4,1,3,4
"36744",4,2,1,3,4,4,1,3,4
"36745",1,3,1,3,4,4,1,3,4
"36746",2,3,1,3,4,4,1,3,4
"36747",3,3,1,3,4,4,1,3,4
"36748",4,3,1,3,4,4,1,3,4
"36749",1,4,1,3,4,4,1,3,4
"36750",2,4,1,3,4,4,1,3,4
"36751",3,4,1,3,4,4,1,3,4
"36752",4,4,1,3,4,4,1,3,4
"36753",1,1,2,3,4,4,1,3,4
"36754",2,1,2,3,4,4,1,3,4
"36755",3,1,2,3,4,4,1,3,4
"36756",4,1,2,3,4,4,1,3,4
"36757",1,2,2,3,4,4,1,3,4
"36758",2,2,2,3,4,4,1,3,4
"36759",3,2,2,3,4,4,1,3,4
"36760",4,2,2,3,4,4,1,3,4
"36761",1,3,2,3,4,4,1,3,4
"36762",2,3,2,3,4,4,1,3,4
"36763",3,3,2,3,4,4,1,3,4
"36764",4,3,2,3,4,4,1,3,4
"36765",1,4,2,3,4,4,1,3,4
"36766",2,4,2,3,4,4,1,3,4
"36767",3,4,2,3,4,4,1,3,4
"36768",4,4,2,3,4,4,1,3,4
"36769",1,1,3,3,4,4,1,3,4
"36770",2,1,3,3,4,4,1,3,4
"36771",3,1,3,3,4,4,1,3,4
"36772",4,1,3,3,4,4,1,3,4
"36773",1,2,3,3,4,4,1,3,4
"36774",2,2,3,3,4,4,1,3,4
"36775",3,2,3,3,4,4,1,3,4
"36776",4,2,3,3,4,4,1,3,4
"36777",1,3,3,3,4,4,1,3,4
"36778",2,3,3,3,4,4,1,3,4
"36779",3,3,3,3,4,4,1,3,4
"36780",4,3,3,3,4,4,1,3,4
"36781",1,4,3,3,4,4,1,3,4
"36782",2,4,3,3,4,4,1,3,4
"36783",3,4,3,3,4,4,1,3,4
"36784",4,4,3,3,4,4,1,3,4
"36785",1,1,4,3,4,4,1,3,4
"36786",2,1,4,3,4,4,1,3,4
"36787",3,1,4,3,4,4,1,3,4
"36788",4,1,4,3,4,4,1,3,4
"36789",1,2,4,3,4,4,1,3,4
"36790",2,2,4,3,4,4,1,3,4
"36791",3,2,4,3,4,4,1,3,4
"36792",4,2,4,3,4,4,1,3,4
"36793",1,3,4,3,4,4,1,3,4
"36794",2,3,4,3,4,4,1,3,4
"36795",3,3,4,3,4,4,1,3,4
"36796",4,3,4,3,4,4,1,3,4
"36797",1,4,4,3,4,4,1,3,4
"36798",2,4,4,3,4,4,1,3,4
"36799",3,4,4,3,4,4,1,3,4
"36800",4,4,4,3,4,4,1,3,4
"36801",1,1,1,4,4,4,1,3,4
"36802",2,1,1,4,4,4,1,3,4
"36803",3,1,1,4,4,4,1,3,4
"36804",4,1,1,4,4,4,1,3,4
"36805",1,2,1,4,4,4,1,3,4
"36806",2,2,1,4,4,4,1,3,4
"36807",3,2,1,4,4,4,1,3,4
"36808",4,2,1,4,4,4,1,3,4
"36809",1,3,1,4,4,4,1,3,4
"36810",2,3,1,4,4,4,1,3,4
"36811",3,3,1,4,4,4,1,3,4
"36812",4,3,1,4,4,4,1,3,4
"36813",1,4,1,4,4,4,1,3,4
"36814",2,4,1,4,4,4,1,3,4
"36815",3,4,1,4,4,4,1,3,4
"36816",4,4,1,4,4,4,1,3,4
"36817",1,1,2,4,4,4,1,3,4
"36818",2,1,2,4,4,4,1,3,4
"36819",3,1,2,4,4,4,1,3,4
"36820",4,1,2,4,4,4,1,3,4
"36821",1,2,2,4,4,4,1,3,4
"36822",2,2,2,4,4,4,1,3,4
"36823",3,2,2,4,4,4,1,3,4
"36824",4,2,2,4,4,4,1,3,4
"36825",1,3,2,4,4,4,1,3,4
"36826",2,3,2,4,4,4,1,3,4
"36827",3,3,2,4,4,4,1,3,4
"36828",4,3,2,4,4,4,1,3,4
"36829",1,4,2,4,4,4,1,3,4
"36830",2,4,2,4,4,4,1,3,4
"36831",3,4,2,4,4,4,1,3,4
"36832",4,4,2,4,4,4,1,3,4
"36833",1,1,3,4,4,4,1,3,4
"36834",2,1,3,4,4,4,1,3,4
"36835",3,1,3,4,4,4,1,3,4
"36836",4,1,3,4,4,4,1,3,4
"36837",1,2,3,4,4,4,1,3,4
"36838",2,2,3,4,4,4,1,3,4
"36839",3,2,3,4,4,4,1,3,4
"36840",4,2,3,4,4,4,1,3,4
"36841",1,3,3,4,4,4,1,3,4
"36842",2,3,3,4,4,4,1,3,4
"36843",3,3,3,4,4,4,1,3,4
"36844",4,3,3,4,4,4,1,3,4
"36845",1,4,3,4,4,4,1,3,4
"36846",2,4,3,4,4,4,1,3,4
"36847",3,4,3,4,4,4,1,3,4
"36848",4,4,3,4,4,4,1,3,4
"36849",1,1,4,4,4,4,1,3,4
"36850",2,1,4,4,4,4,1,3,4
"36851",3,1,4,4,4,4,1,3,4
"36852",4,1,4,4,4,4,1,3,4
"36853",1,2,4,4,4,4,1,3,4
"36854",2,2,4,4,4,4,1,3,4
"36855",3,2,4,4,4,4,1,3,4
"36856",4,2,4,4,4,4,1,3,4
"36857",1,3,4,4,4,4,1,3,4
"36858",2,3,4,4,4,4,1,3,4
"36859",3,3,4,4,4,4,1,3,4
"36860",4,3,4,4,4,4,1,3,4
"36861",1,4,4,4,4,4,1,3,4
"36862",2,4,4,4,4,4,1,3,4
"36863",3,4,4,4,4,4,1,3,4
"36864",4,4,4,4,4,4,1,3,4
"36865",1,1,1,1,1,1,2,3,2
"36866",2,1,1,1,1,1,2,3,2
"36867",3,1,1,1,1,1,2,3,3
"36868",4,1,1,1,1,1,2,3,4
"36869",1,2,1,1,1,1,2,3,2
"36870",2,2,1,1,1,1,2,3,2
"36871",3,2,1,1,1,1,2,3,3
"36872",4,2,1,1,1,1,2,3,4
"36873",1,3,1,1,1,1,2,3,3
"36874",2,3,1,1,1,1,2,3,3
"36875",3,3,1,1,1,1,2,3,3
"36876",4,3,1,1,1,1,2,3,4
"36877",1,4,1,1,1,1,2,3,4
"36878",2,4,1,1,1,1,2,3,4
"36879",3,4,1,1,1,1,2,3,4
"36880",4,4,1,1,1,1,2,3,4
"36881",1,1,2,1,1,1,2,3,2
"36882",2,1,2,1,1,1,2,3,2
"36883",3,1,2,1,1,1,2,3,3
"36884",4,1,2,1,1,1,2,3,4
"36885",1,2,2,1,1,1,2,3,2
"36886",2,2,2,1,1,1,2,3,2
"36887",3,2,2,1,1,1,2,3,3
"36888",4,2,2,1,1,1,2,3,4
"36889",1,3,2,1,1,1,2,3,3
"36890",2,3,2,1,1,1,2,3,3
"36891",3,3,2,1,1,1,2,3,3
"36892",4,3,2,1,1,1,2,3,4
"36893",1,4,2,1,1,1,2,3,4
"36894",2,4,2,1,1,1,2,3,4
"36895",3,4,2,1,1,1,2,3,4
"36896",4,4,2,1,1,1,2,3,4
"36897",1,1,3,1,1,1,2,3,3
"36898",2,1,3,1,1,1,2,3,3
"36899",3,1,3,1,1,1,2,3,3
"36900",4,1,3,1,1,1,2,3,4
"36901",1,2,3,1,1,1,2,3,3
"36902",2,2,3,1,1,1,2,3,3
"36903",3,2,3,1,1,1,2,3,3
"36904",4,2,3,1,1,1,2,3,4
"36905",1,3,3,1,1,1,2,3,3
"36906",2,3,3,1,1,1,2,3,3
"36907",3,3,3,1,1,1,2,3,3
"36908",4,3,3,1,1,1,2,3,4
"36909",1,4,3,1,1,1,2,3,4
"36910",2,4,3,1,1,1,2,3,4
"36911",3,4,3,1,1,1,2,3,4
"36912",4,4,3,1,1,1,2,3,4
"36913",1,1,4,1,1,1,2,3,4
"36914",2,1,4,1,1,1,2,3,4
"36915",3,1,4,1,1,1,2,3,4
"36916",4,1,4,1,1,1,2,3,4
"36917",1,2,4,1,1,1,2,3,4
"36918",2,2,4,1,1,1,2,3,4
"36919",3,2,4,1,1,1,2,3,4
"36920",4,2,4,1,1,1,2,3,4
"36921",1,3,4,1,1,1,2,3,4
"36922",2,3,4,1,1,1,2,3,4
"36923",3,3,4,1,1,1,2,3,4
"36924",4,3,4,1,1,1,2,3,4
"36925",1,4,4,1,1,1,2,3,4
"36926",2,4,4,1,1,1,2,3,4
"36927",3,4,4,1,1,1,2,3,4
"36928",4,4,4,1,1,1,2,3,4
"36929",1,1,1,2,1,1,2,3,2
"36930",2,1,1,2,1,1,2,3,2
"36931",3,1,1,2,1,1,2,3,3
"36932",4,1,1,2,1,1,2,3,4
"36933",1,2,1,2,1,1,2,3,2
"36934",2,2,1,2,1,1,2,3,2
"36935",3,2,1,2,1,1,2,3,3
"36936",4,2,1,2,1,1,2,3,4
"36937",1,3,1,2,1,1,2,3,3
"36938",2,3,1,2,1,1,2,3,3
"36939",3,3,1,2,1,1,2,3,3
"36940",4,3,1,2,1,1,2,3,4
"36941",1,4,1,2,1,1,2,3,4
"36942",2,4,1,2,1,1,2,3,4
"36943",3,4,1,2,1,1,2,3,4
"36944",4,4,1,2,1,1,2,3,4
"36945",1,1,2,2,1,1,2,3,2
"36946",2,1,2,2,1,1,2,3,2
"36947",3,1,2,2,1,1,2,3,3
"36948",4,1,2,2,1,1,2,3,4
"36949",1,2,2,2,1,1,2,3,2
"36950",2,2,2,2,1,1,2,3,2
"36951",3,2,2,2,1,1,2,3,3
"36952",4,2,2,2,1,1,2,3,4
"36953",1,3,2,2,1,1,2,3,3
"36954",2,3,2,2,1,1,2,3,3
"36955",3,3,2,2,1,1,2,3,3
"36956",4,3,2,2,1,1,2,3,4
"36957",1,4,2,2,1,1,2,3,4
"36958",2,4,2,2,1,1,2,3,4
"36959",3,4,2,2,1,1,2,3,4
"36960",4,4,2,2,1,1,2,3,4
"36961",1,1,3,2,1,1,2,3,3
"36962",2,1,3,2,1,1,2,3,3
"36963",3,1,3,2,1,1,2,3,3
"36964",4,1,3,2,1,1,2,3,4
"36965",1,2,3,2,1,1,2,3,3
"36966",2,2,3,2,1,1,2,3,3
"36967",3,2,3,2,1,1,2,3,3
"36968",4,2,3,2,1,1,2,3,4
"36969",1,3,3,2,1,1,2,3,3
"36970",2,3,3,2,1,1,2,3,3
"36971",3,3,3,2,1,1,2,3,3
"36972",4,3,3,2,1,1,2,3,4
"36973",1,4,3,2,1,1,2,3,4
"36974",2,4,3,2,1,1,2,3,4
"36975",3,4,3,2,1,1,2,3,4
"36976",4,4,3,2,1,1,2,3,4
"36977",1,1,4,2,1,1,2,3,4
"36978",2,1,4,2,1,1,2,3,4
"36979",3,1,4,2,1,1,2,3,4
"36980",4,1,4,2,1,1,2,3,4
"36981",1,2,4,2,1,1,2,3,4
"36982",2,2,4,2,1,1,2,3,4
"36983",3,2,4,2,1,1,2,3,4
"36984",4,2,4,2,1,1,2,3,4
"36985",1,3,4,2,1,1,2,3,4
"36986",2,3,4,2,1,1,2,3,4
"36987",3,3,4,2,1,1,2,3,4
"36988",4,3,4,2,1,1,2,3,4
"36989",1,4,4,2,1,1,2,3,4
"36990",2,4,4,2,1,1,2,3,4
"36991",3,4,4,2,1,1,2,3,4
"36992",4,4,4,2,1,1,2,3,4
"36993",1,1,1,3,1,1,2,3,3
"36994",2,1,1,3,1,1,2,3,3
"36995",3,1,1,3,1,1,2,3,3
"36996",4,1,1,3,1,1,2,3,4
"36997",1,2,1,3,1,1,2,3,3
"36998",2,2,1,3,1,1,2,3,3
"36999",3,2,1,3,1,1,2,3,3
"37000",4,2,1,3,1,1,2,3,4
"37001",1,3,1,3,1,1,2,3,3
"37002",2,3,1,3,1,1,2,3,3
"37003",3,3,1,3,1,1,2,3,3
"37004",4,3,1,3,1,1,2,3,4
"37005",1,4,1,3,1,1,2,3,4
"37006",2,4,1,3,1,1,2,3,4
"37007",3,4,1,3,1,1,2,3,4
"37008",4,4,1,3,1,1,2,3,4
"37009",1,1,2,3,1,1,2,3,3
"37010",2,1,2,3,1,1,2,3,3
"37011",3,1,2,3,1,1,2,3,3
"37012",4,1,2,3,1,1,2,3,4
"37013",1,2,2,3,1,1,2,3,3
"37014",2,2,2,3,1,1,2,3,3
"37015",3,2,2,3,1,1,2,3,3
"37016",4,2,2,3,1,1,2,3,4
"37017",1,3,2,3,1,1,2,3,3
"37018",2,3,2,3,1,1,2,3,3
"37019",3,3,2,3,1,1,2,3,3
"37020",4,3,2,3,1,1,2,3,4
"37021",1,4,2,3,1,1,2,3,4
"37022",2,4,2,3,1,1,2,3,4
"37023",3,4,2,3,1,1,2,3,4
"37024",4,4,2,3,1,1,2,3,4
"37025",1,1,3,3,1,1,2,3,3
"37026",2,1,3,3,1,1,2,3,3
"37027",3,1,3,3,1,1,2,3,3
"37028",4,1,3,3,1,1,2,3,4
"37029",1,2,3,3,1,1,2,3,3
"37030",2,2,3,3,1,1,2,3,3
"37031",3,2,3,3,1,1,2,3,3
"37032",4,2,3,3,1,1,2,3,4
"37033",1,3,3,3,1,1,2,3,3
"37034",2,3,3,3,1,1,2,3,3
"37035",3,3,3,3,1,1,2,3,3
"37036",4,3,3,3,1,1,2,3,4
"37037",1,4,3,3,1,1,2,3,4
"37038",2,4,3,3,1,1,2,3,4
"37039",3,4,3,3,1,1,2,3,4
"37040",4,4,3,3,1,1,2,3,4
"37041",1,1,4,3,1,1,2,3,4
"37042",2,1,4,3,1,1,2,3,4
"37043",3,1,4,3,1,1,2,3,4
"37044",4,1,4,3,1,1,2,3,4
"37045",1,2,4,3,1,1,2,3,4
"37046",2,2,4,3,1,1,2,3,4
"37047",3,2,4,3,1,1,2,3,4
"37048",4,2,4,3,1,1,2,3,4
"37049",1,3,4,3,1,1,2,3,4
"37050",2,3,4,3,1,1,2,3,4
"37051",3,3,4,3,1,1,2,3,4
"37052",4,3,4,3,1,1,2,3,4
"37053",1,4,4,3,1,1,2,3,4
"37054",2,4,4,3,1,1,2,3,4
"37055",3,4,4,3,1,1,2,3,4
"37056",4,4,4,3,1,1,2,3,4
"37057",1,1,1,4,1,1,2,3,4
"37058",2,1,1,4,1,1,2,3,4
"37059",3,1,1,4,1,1,2,3,4
"37060",4,1,1,4,1,1,2,3,4
"37061",1,2,1,4,1,1,2,3,4
"37062",2,2,1,4,1,1,2,3,4
"37063",3,2,1,4,1,1,2,3,4
"37064",4,2,1,4,1,1,2,3,4
"37065",1,3,1,4,1,1,2,3,4
"37066",2,3,1,4,1,1,2,3,4
"37067",3,3,1,4,1,1,2,3,4
"37068",4,3,1,4,1,1,2,3,4
"37069",1,4,1,4,1,1,2,3,4
"37070",2,4,1,4,1,1,2,3,4
"37071",3,4,1,4,1,1,2,3,4
"37072",4,4,1,4,1,1,2,3,4
"37073",1,1,2,4,1,1,2,3,4
"37074",2,1,2,4,1,1,2,3,4
"37075",3,1,2,4,1,1,2,3,4
"37076",4,1,2,4,1,1,2,3,4
"37077",1,2,2,4,1,1,2,3,4
"37078",2,2,2,4,1,1,2,3,4
"37079",3,2,2,4,1,1,2,3,4
"37080",4,2,2,4,1,1,2,3,4
"37081",1,3,2,4,1,1,2,3,4
"37082",2,3,2,4,1,1,2,3,4
"37083",3,3,2,4,1,1,2,3,4
"37084",4,3,2,4,1,1,2,3,4
"37085",1,4,2,4,1,1,2,3,4
"37086",2,4,2,4,1,1,2,3,4
"37087",3,4,2,4,1,1,2,3,4
"37088",4,4,2,4,1,1,2,3,4
"37089",1,1,3,4,1,1,2,3,4
"37090",2,1,3,4,1,1,2,3,4
"37091",3,1,3,4,1,1,2,3,4
"37092",4,1,3,4,1,1,2,3,4
"37093",1,2,3,4,1,1,2,3,4
"37094",2,2,3,4,1,1,2,3,4
"37095",3,2,3,4,1,1,2,3,4
"37096",4,2,3,4,1,1,2,3,4
"37097",1,3,3,4,1,1,2,3,4
"37098",2,3,3,4,1,1,2,3,4
"37099",3,3,3,4,1,1,2,3,4
"37100",4,3,3,4,1,1,2,3,4
"37101",1,4,3,4,1,1,2,3,4
"37102",2,4,3,4,1,1,2,3,4
"37103",3,4,3,4,1,1,2,3,4
"37104",4,4,3,4,1,1,2,3,4
"37105",1,1,4,4,1,1,2,3,4
"37106",2,1,4,4,1,1,2,3,4
"37107",3,1,4,4,1,1,2,3,4
"37108",4,1,4,4,1,1,2,3,4
"37109",1,2,4,4,1,1,2,3,4
"37110",2,2,4,4,1,1,2,3,4
"37111",3,2,4,4,1,1,2,3,4
"37112",4,2,4,4,1,1,2,3,4
"37113",1,3,4,4,1,1,2,3,4
"37114",2,3,4,4,1,1,2,3,4
"37115",3,3,4,4,1,1,2,3,4
"37116",4,3,4,4,1,1,2,3,4
"37117",1,4,4,4,1,1,2,3,4
"37118",2,4,4,4,1,1,2,3,4
"37119",3,4,4,4,1,1,2,3,4
"37120",4,4,4,4,1,1,2,3,4
"37121",1,1,1,1,2,1,2,3,2
"37122",2,1,1,1,2,1,2,3,2
"37123",3,1,1,1,2,1,2,3,3
"37124",4,1,1,1,2,1,2,3,4
"37125",1,2,1,1,2,1,2,3,2
"37126",2,2,1,1,2,1,2,3,2
"37127",3,2,1,1,2,1,2,3,3
"37128",4,2,1,1,2,1,2,3,4
"37129",1,3,1,1,2,1,2,3,3
"37130",2,3,1,1,2,1,2,3,3
"37131",3,3,1,1,2,1,2,3,3
"37132",4,3,1,1,2,1,2,3,4
"37133",1,4,1,1,2,1,2,3,4
"37134",2,4,1,1,2,1,2,3,4
"37135",3,4,1,1,2,1,2,3,4
"37136",4,4,1,1,2,1,2,3,4
"37137",1,1,2,1,2,1,2,3,2
"37138",2,1,2,1,2,1,2,3,2
"37139",3,1,2,1,2,1,2,3,3
"37140",4,1,2,1,2,1,2,3,4
"37141",1,2,2,1,2,1,2,3,2
"37142",2,2,2,1,2,1,2,3,2
"37143",3,2,2,1,2,1,2,3,3
"37144",4,2,2,1,2,1,2,3,4
"37145",1,3,2,1,2,1,2,3,3
"37146",2,3,2,1,2,1,2,3,3
"37147",3,3,2,1,2,1,2,3,3
"37148",4,3,2,1,2,1,2,3,4
"37149",1,4,2,1,2,1,2,3,4
"37150",2,4,2,1,2,1,2,3,4
"37151",3,4,2,1,2,1,2,3,4
"37152",4,4,2,1,2,1,2,3,4
"37153",1,1,3,1,2,1,2,3,3
"37154",2,1,3,1,2,1,2,3,3
"37155",3,1,3,1,2,1,2,3,3
"37156",4,1,3,1,2,1,2,3,4
"37157",1,2,3,1,2,1,2,3,3
"37158",2,2,3,1,2,1,2,3,3
"37159",3,2,3,1,2,1,2,3,3
"37160",4,2,3,1,2,1,2,3,4
"37161",1,3,3,1,2,1,2,3,3
"37162",2,3,3,1,2,1,2,3,3
"37163",3,3,3,1,2,1,2,3,3
"37164",4,3,3,1,2,1,2,3,4
"37165",1,4,3,1,2,1,2,3,4
"37166",2,4,3,1,2,1,2,3,4
"37167",3,4,3,1,2,1,2,3,4
"37168",4,4,3,1,2,1,2,3,4
"37169",1,1,4,1,2,1,2,3,4
"37170",2,1,4,1,2,1,2,3,4
"37171",3,1,4,1,2,1,2,3,4
"37172",4,1,4,1,2,1,2,3,4
"37173",1,2,4,1,2,1,2,3,4
"37174",2,2,4,1,2,1,2,3,4
"37175",3,2,4,1,2,1,2,3,4
"37176",4,2,4,1,2,1,2,3,4
"37177",1,3,4,1,2,1,2,3,4
"37178",2,3,4,1,2,1,2,3,4
"37179",3,3,4,1,2,1,2,3,4
"37180",4,3,4,1,2,1,2,3,4
"37181",1,4,4,1,2,1,2,3,4
"37182",2,4,4,1,2,1,2,3,4
"37183",3,4,4,1,2,1,2,3,4
"37184",4,4,4,1,2,1,2,3,4
"37185",1,1,1,2,2,1,2,3,2
"37186",2,1,1,2,2,1,2,3,2
"37187",3,1,1,2,2,1,2,3,3
"37188",4,1,1,2,2,1,2,3,4
"37189",1,2,1,2,2,1,2,3,2
"37190",2,2,1,2,2,1,2,3,2
"37191",3,2,1,2,2,1,2,3,3
"37192",4,2,1,2,2,1,2,3,4
"37193",1,3,1,2,2,1,2,3,3
"37194",2,3,1,2,2,1,2,3,3
"37195",3,3,1,2,2,1,2,3,3
"37196",4,3,1,2,2,1,2,3,4
"37197",1,4,1,2,2,1,2,3,4
"37198",2,4,1,2,2,1,2,3,4
"37199",3,4,1,2,2,1,2,3,4
"37200",4,4,1,2,2,1,2,3,4
"37201",1,1,2,2,2,1,2,3,2
"37202",2,1,2,2,2,1,2,3,2
"37203",3,1,2,2,2,1,2,3,3
"37204",4,1,2,2,2,1,2,3,4
"37205",1,2,2,2,2,1,2,3,2
"37206",2,2,2,2,2,1,2,3,2
"37207",3,2,2,2,2,1,2,3,3
"37208",4,2,2,2,2,1,2,3,4
"37209",1,3,2,2,2,1,2,3,3
"37210",2,3,2,2,2,1,2,3,3
"37211",3,3,2,2,2,1,2,3,3
"37212",4,3,2,2,2,1,2,3,4
"37213",1,4,2,2,2,1,2,3,4
"37214",2,4,2,2,2,1,2,3,4
"37215",3,4,2,2,2,1,2,3,4
"37216",4,4,2,2,2,1,2,3,4
"37217",1,1,3,2,2,1,2,3,3
"37218",2,1,3,2,2,1,2,3,3
"37219",3,1,3,2,2,1,2,3,3
"37220",4,1,3,2,2,1,2,3,4
"37221",1,2,3,2,2,1,2,3,3
"37222",2,2,3,2,2,1,2,3,3
"37223",3,2,3,2,2,1,2,3,3
"37224",4,2,3,2,2,1,2,3,4
"37225",1,3,3,2,2,1,2,3,3
"37226",2,3,3,2,2,1,2,3,3
"37227",3,3,3,2,2,1,2,3,3
"37228",4,3,3,2,2,1,2,3,4
"37229",1,4,3,2,2,1,2,3,4
"37230",2,4,3,2,2,1,2,3,4
"37231",3,4,3,2,2,1,2,3,4
"37232",4,4,3,2,2,1,2,3,4
"37233",1,1,4,2,2,1,2,3,4
"37234",2,1,4,2,2,1,2,3,4
"37235",3,1,4,2,2,1,2,3,4
"37236",4,1,4,2,2,1,2,3,4
"37237",1,2,4,2,2,1,2,3,4
"37238",2,2,4,2,2,1,2,3,4
"37239",3,2,4,2,2,1,2,3,4
"37240",4,2,4,2,2,1,2,3,4
"37241",1,3,4,2,2,1,2,3,4
