"","fsl","wash","capacity_gaps","protection","shelter","health","impact","education","calculated_msni"
"11444",4,1,4,3,1,4,3,1,4
"11445",1,2,4,3,1,4,3,1,4
"11446",2,2,4,3,1,4,3,1,4
"11447",3,2,4,3,1,4,3,1,4
"11448",4,2,4,3,1,4,3,1,4
"11449",1,3,4,3,1,4,3,1,4
"11450",2,3,4,3,1,4,3,1,4
"11451",3,3,4,3,1,4,3,1,4
"11452",4,3,4,3,1,4,3,1,4
"11453",1,4,4,3,1,4,3,1,4
"11454",2,4,4,3,1,4,3,1,4
"11455",3,4,4,3,1,4,3,1,4
"11456",4,4,4,3,1,4,3,1,4
"11457",1,1,1,4,1,4,3,1,4
"11458",2,1,1,4,1,4,3,1,4
"11459",3,1,1,4,1,4,3,1,4
"11460",4,1,1,4,1,4,3,1,4
"11461",1,2,1,4,1,4,3,1,4
"11462",2,2,1,4,1,4,3,1,4
"11463",3,2,1,4,1,4,3,1,4
"11464",4,2,1,4,1,4,3,1,4
"11465",1,3,1,4,1,4,3,1,4
"11466",2,3,1,4,1,4,3,1,4
"11467",3,3,1,4,1,4,3,1,4
"11468",4,3,1,4,1,4,3,1,4
"11469",1,4,1,4,1,4,3,1,4
"11470",2,4,1,4,1,4,3,1,4
"11471",3,4,1,4,1,4,3,1,4
"11472",4,4,1,4,1,4,3,1,4
"11473",1,1,2,4,1,4,3,1,4
"11474",2,1,2,4,1,4,3,1,4
"11475",3,1,2,4,1,4,3,1,4
"11476",4,1,2,4,1,4,3,1,4
"11477",1,2,2,4,1,4,3,1,4
"11478",2,2,2,4,1,4,3,1,4
"11479",3,2,2,4,1,4,3,1,4
"11480",4,2,2,4,1,4,3,1,4
"11481",1,3,2,4,1,4,3,1,4
"11482",2,3,2,4,1,4,3,1,4
"11483",3,3,2,4,1,4,3,1,4
"11484",4,3,2,4,1,4,3,1,4
"11485",1,4,2,4,1,4,3,1,4
"11486",2,4,2,4,1,4,3,1,4
"11487",3,4,2,4,1,4,3,1,4
"11488",4,4,2,4,1,4,3,1,4
"11489",1,1,3,4,1,4,3,1,4
"11490",2,1,3,4,1,4,3,1,4
"11491",3,1,3,4,1,4,3,1,4
"11492",4,1,3,4,1,4,3,1,4
"11493",1,2,3,4,1,4,3,1,4
"11494",2,2,3,4,1,4,3,1,4
"11495",3,2,3,4,1,4,3,1,4
"11496",4,2,3,4,1,4,3,1,4
"11497",1,3,3,4,1,4,3,1,4
"11498",2,3,3,4,1,4,3,1,4
"11499",3,3,3,4,1,4,3,1,4
"11500",4,3,3,4,1,4,3,1,4
"11501",1,4,3,4,1,4,3,1,4
"11502",2,4,3,4,1,4,3,1,4
"11503",3,4,3,4,1,4,3,1,4
"11504",4,4,3,4,1,4,3,1,4
"11505",1,1,4,4,1,4,3,1,4
"11506",2,1,4,4,1,4,3,1,4
"11507",3,1,4,4,1,4,3,1,4
"11508",4,1,4,4,1,4,3,1,4
"11509",1,2,4,4,1,4,3,1,4
"11510",2,2,4,4,1,4,3,1,4
"11511",3,2,4,4,1,4,3,1,4
"11512",4,2,4,4,1,4,3,1,4
"11513",1,3,4,4,1,4,3,1,4
"11514",2,3,4,4,1,4,3,1,4
"11515",3,3,4,4,1,4,3,1,4
"11516",4,3,4,4,1,4,3,1,4
"11517",1,4,4,4,1,4,3,1,4
"11518",2,4,4,4,1,4,3,1,4
"11519",3,4,4,4,1,4,3,1,4
"11520",4,4,4,4,1,4,3,1,4
"11521",1,1,1,1,2,4,3,1,3
"11522",2,1,1,1,2,4,3,1,3
"11523",3,1,1,1,2,4,3,1,3
"11524",4,1,1,1,2,4,3,1,4
"11525",1,2,1,1,2,4,3,1,3
"11526",2,2,1,1,2,4,3,1,3
"11527",3,2,1,1,2,4,3,1,3
"11528",4,2,1,1,2,4,3,1,4
"11529",1,3,1,1,2,4,3,1,3
"11530",2,3,1,1,2,4,3,1,3
"11531",3,3,1,1,2,4,3,1,3
"11532",4,3,1,1,2,4,3,1,4
"11533",1,4,1,1,2,4,3,1,4
"11534",2,4,1,1,2,4,3,1,4
"11535",3,4,1,1,2,4,3,1,4
"11536",4,4,1,1,2,4,3,1,4
"11537",1,1,2,1,2,4,3,1,3
"11538",2,1,2,1,2,4,3,1,3
"11539",3,1,2,1,2,4,3,1,3
"11540",4,1,2,1,2,4,3,1,4
"11541",1,2,2,1,2,4,3,1,3
"11542",2,2,2,1,2,4,3,1,3
"11543",3,2,2,1,2,4,3,1,3
"11544",4,2,2,1,2,4,3,1,4
"11545",1,3,2,1,2,4,3,1,3
"11546",2,3,2,1,2,4,3,1,3
"11547",3,3,2,1,2,4,3,1,3
"11548",4,3,2,1,2,4,3,1,4
"11549",1,4,2,1,2,4,3,1,4
"11550",2,4,2,1,2,4,3,1,4
"11551",3,4,2,1,2,4,3,1,4
"11552",4,4,2,1,2,4,3,1,4
"11553",1,1,3,1,2,4,3,1,3
"11554",2,1,3,1,2,4,3,1,3
"11555",3,1,3,1,2,4,3,1,3
"11556",4,1,3,1,2,4,3,1,4
"11557",1,2,3,1,2,4,3,1,3
"11558",2,2,3,1,2,4,3,1,3
"11559",3,2,3,1,2,4,3,1,3
"11560",4,2,3,1,2,4,3,1,4
"11561",1,3,3,1,2,4,3,1,3
"11562",2,3,3,1,2,4,3,1,3
"11563",3,3,3,1,2,4,3,1,3
"11564",4,3,3,1,2,4,3,1,4
"11565",1,4,3,1,2,4,3,1,4
"11566",2,4,3,1,2,4,3,1,4
"11567",3,4,3,1,2,4,3,1,4
"11568",4,4,3,1,2,4,3,1,4
"11569",1,1,4,1,2,4,3,1,4
"11570",2,1,4,1,2,4,3,1,4
"11571",3,1,4,1,2,4,3,1,4
"11572",4,1,4,1,2,4,3,1,4
"11573",1,2,4,1,2,4,3,1,4
"11574",2,2,4,1,2,4,3,1,4
"11575",3,2,4,1,2,4,3,1,4
"11576",4,2,4,1,2,4,3,1,4
"11577",1,3,4,1,2,4,3,1,4
"11578",2,3,4,1,2,4,3,1,4
"11579",3,3,4,1,2,4,3,1,4
"11580",4,3,4,1,2,4,3,1,4
"11581",1,4,4,1,2,4,3,1,4
"11582",2,4,4,1,2,4,3,1,4
"11583",3,4,4,1,2,4,3,1,4
"11584",4,4,4,1,2,4,3,1,4
"11585",1,1,1,2,2,4,3,1,3
"11586",2,1,1,2,2,4,3,1,3
"11587",3,1,1,2,2,4,3,1,3
"11588",4,1,1,2,2,4,3,1,4
"11589",1,2,1,2,2,4,3,1,3
"11590",2,2,1,2,2,4,3,1,3
"11591",3,2,1,2,2,4,3,1,3
"11592",4,2,1,2,2,4,3,1,4
"11593",1,3,1,2,2,4,3,1,3
"11594",2,3,1,2,2,4,3,1,3
"11595",3,3,1,2,2,4,3,1,3
"11596",4,3,1,2,2,4,3,1,4
"11597",1,4,1,2,2,4,3,1,4
"11598",2,4,1,2,2,4,3,1,4
"11599",3,4,1,2,2,4,3,1,4
"11600",4,4,1,2,2,4,3,1,4
"11601",1,1,2,2,2,4,3,1,3
"11602",2,1,2,2,2,4,3,1,3
"11603",3,1,2,2,2,4,3,1,3
"11604",4,1,2,2,2,4,3,1,4
"11605",1,2,2,2,2,4,3,1,3
"11606",2,2,2,2,2,4,3,1,3
"11607",3,2,2,2,2,4,3,1,3
"11608",4,2,2,2,2,4,3,1,4
"11609",1,3,2,2,2,4,3,1,3
"11610",2,3,2,2,2,4,3,1,3
"11611",3,3,2,2,2,4,3,1,3
"11612",4,3,2,2,2,4,3,1,4
"11613",1,4,2,2,2,4,3,1,4
"11614",2,4,2,2,2,4,3,1,4
"11615",3,4,2,2,2,4,3,1,4
"11616",4,4,2,2,2,4,3,1,4
"11617",1,1,3,2,2,4,3,1,3
"11618",2,1,3,2,2,4,3,1,3
"11619",3,1,3,2,2,4,3,1,3
"11620",4,1,3,2,2,4,3,1,4
"11621",1,2,3,2,2,4,3,1,3
"11622",2,2,3,2,2,4,3,1,3
"11623",3,2,3,2,2,4,3,1,3
"11624",4,2,3,2,2,4,3,1,4
"11625",1,3,3,2,2,4,3,1,3
"11626",2,3,3,2,2,4,3,1,3
"11627",3,3,3,2,2,4,3,1,3
"11628",4,3,3,2,2,4,3,1,4
"11629",1,4,3,2,2,4,3,1,4
"11630",2,4,3,2,2,4,3,1,4
"11631",3,4,3,2,2,4,3,1,4
"11632",4,4,3,2,2,4,3,1,4
"11633",1,1,4,2,2,4,3,1,4
"11634",2,1,4,2,2,4,3,1,4
"11635",3,1,4,2,2,4,3,1,4
"11636",4,1,4,2,2,4,3,1,4
"11637",1,2,4,2,2,4,3,1,4
"11638",2,2,4,2,2,4,3,1,4
"11639",3,2,4,2,2,4,3,1,4
"11640",4,2,4,2,2,4,3,1,4
"11641",1,3,4,2,2,4,3,1,4
"11642",2,3,4,2,2,4,3,1,4
"11643",3,3,4,2,2,4,3,1,4
"11644",4,3,4,2,2,4,3,1,4
"11645",1,4,4,2,2,4,3,1,4
"11646",2,4,4,2,2,4,3,1,4
"11647",3,4,4,2,2,4,3,1,4
"11648",4,4,4,2,2,4,3,1,4
"11649",1,1,1,3,2,4,3,1,3
"11650",2,1,1,3,2,4,3,1,3
"11651",3,1,1,3,2,4,3,1,3
"11652",4,1,1,3,2,4,3,1,4
"11653",1,2,1,3,2,4,3,1,3
"11654",2,2,1,3,2,4,3,1,3
"11655",3,2,1,3,2,4,3,1,3
"11656",4,2,1,3,2,4,3,1,4
"11657",1,3,1,3,2,4,3,1,3
"11658",2,3,1,3,2,4,3,1,3
"11659",3,3,1,3,2,4,3,1,3
"11660",4,3,1,3,2,4,3,1,4
"11661",1,4,1,3,2,4,3,1,4
"11662",2,4,1,3,2,4,3,1,4
"11663",3,4,1,3,2,4,3,1,4
"11664",4,4,1,3,2,4,3,1,4
"11665",1,1,2,3,2,4,3,1,3
"11666",2,1,2,3,2,4,3,1,3
"11667",3,1,2,3,2,4,3,1,3
"11668",4,1,2,3,2,4,3,1,4
"11669",1,2,2,3,2,4,3,1,3
"11670",2,2,2,3,2,4,3,1,3
"11671",3,2,2,3,2,4,3,1,3
"11672",4,2,2,3,2,4,3,1,4
"11673",1,3,2,3,2,4,3,1,3
"11674",2,3,2,3,2,4,3,1,3
"11675",3,3,2,3,2,4,3,1,3
"11676",4,3,2,3,2,4,3,1,4
"11677",1,4,2,3,2,4,3,1,4
"11678",2,4,2,3,2,4,3,1,4
"11679",3,4,2,3,2,4,3,1,4
"11680",4,4,2,3,2,4,3,1,4
"11681",1,1,3,3,2,4,3,1,3
"11682",2,1,3,3,2,4,3,1,3
"11683",3,1,3,3,2,4,3,1,3
"11684",4,1,3,3,2,4,3,1,4
"11685",1,2,3,3,2,4,3,1,3
"11686",2,2,3,3,2,4,3,1,3
"11687",3,2,3,3,2,4,3,1,3
"11688",4,2,3,3,2,4,3,1,4
"11689",1,3,3,3,2,4,3,1,3
"11690",2,3,3,3,2,4,3,1,3
"11691",3,3,3,3,2,4,3,1,3
"11692",4,3,3,3,2,4,3,1,4
"11693",1,4,3,3,2,4,3,1,4
"11694",2,4,3,3,2,4,3,1,4
"11695",3,4,3,3,2,4,3,1,4
"11696",4,4,3,3,2,4,3,1,4
"11697",1,1,4,3,2,4,3,1,4
"11698",2,1,4,3,2,4,3,1,4
"11699",3,1,4,3,2,4,3,1,4
"11700",4,1,4,3,2,4,3,1,4
"11701",1,2,4,3,2,4,3,1,4
"11702",2,2,4,3,2,4,3,1,4
"11703",3,2,4,3,2,4,3,1,4
"11704",4,2,4,3,2,4,3,1,4
"11705",1,3,4,3,2,4,3,1,4
"11706",2,3,4,3,2,4,3,1,4
"11707",3,3,4,3,2,4,3,1,4
"11708",4,3,4,3,2,4,3,1,4
"11709",1,4,4,3,2,4,3,1,4
"11710",2,4,4,3,2,4,3,1,4
"11711",3,4,4,3,2,4,3,1,4
"11712",4,4,4,3,2,4,3,1,4
"11713",1,1,1,4,2,4,3,1,4
"11714",2,1,1,4,2,4,3,1,4
"11715",3,1,1,4,2,4,3,1,4
"11716",4,1,1,4,2,4,3,1,4
"11717",1,2,1,4,2,4,3,1,4
"11718",2,2,1,4,2,4,3,1,4
"11719",3,2,1,4,2,4,3,1,4
"11720",4,2,1,4,2,4,3,1,4
"11721",1,3,1,4,2,4,3,1,4
"11722",2,3,1,4,2,4,3,1,4
"11723",3,3,1,4,2,4,3,1,4
"11724",4,3,1,4,2,4,3,1,4
"11725",1,4,1,4,2,4,3,1,4
"11726",2,4,1,4,2,4,3,1,4
"11727",3,4,1,4,2,4,3,1,4
"11728",4,4,1,4,2,4,3,1,4
"11729",1,1,2,4,2,4,3,1,4
"11730",2,1,2,4,2,4,3,1,4
"11731",3,1,2,4,2,4,3,1,4
"11732",4,1,2,4,2,4,3,1,4
"11733",1,2,2,4,2,4,3,1,4
"11734",2,2,2,4,2,4,3,1,4
"11735",3,2,2,4,2,4,3,1,4
"11736",4,2,2,4,2,4,3,1,4
"11737",1,3,2,4,2,4,3,1,4
"11738",2,3,2,4,2,4,3,1,4
"11739",3,3,2,4,2,4,3,1,4
"11740",4,3,2,4,2,4,3,1,4
"11741",1,4,2,4,2,4,3,1,4
"11742",2,4,2,4,2,4,3,1,4
"11743",3,4,2,4,2,4,3,1,4
"11744",4,4,2,4,2,4,3,1,4
"11745",1,1,3,4,2,4,3,1,4
"11746",2,1,3,4,2,4,3,1,4
"11747",3,1,3,4,2,4,3,1,4
"11748",4,1,3,4,2,4,3,1,4
"11749",1,2,3,4,2,4,3,1,4
"11750",2,2,3,4,2,4,3,1,4
"11751",3,2,3,4,2,4,3,1,4
"11752",4,2,3,4,2,4,3,1,4
"11753",1,3,3,4,2,4,3,1,4
"11754",2,3,3,4,2,4,3,1,4
"11755",3,3,3,4,2,4,3,1,4
"11756",4,3,3,4,2,4,3,1,4
"11757",1,4,3,4,2,4,3,1,4
"11758",2,4,3,4,2,4,3,1,4
"11759",3,4,3,4,2,4,3,1,4
"11760",4,4,3,4,2,4,3,1,4
"11761",1,1,4,4,2,4,3,1,4
"11762",2,1,4,4,2,4,3,1,4
"11763",3,1,4,4,2,4,3,1,4
"11764",4,1,4,4,2,4,3,1,4
"11765",1,2,4,4,2,4,3,1,4
"11766",2,2,4,4,2,4,3,1,4
"11767",3,2,4,4,2,4,3,1,4
"11768",4,2,4,4,2,4,3,1,4
"11769",1,3,4,4,2,4,3,1,4
"11770",2,3,4,4,2,4,3,1,4
"11771",3,3,4,4,2,4,3,1,4
"11772",4,3,4,4,2,4,3,1,4
"11773",1,4,4,4,2,4,3,1,4
"11774",2,4,4,4,2,4,3,1,4
"11775",3,4,4,4,2,4,3,1,4
"11776",4,4,4,4,2,4,3,1,4
"11777",1,1,1,1,3,4,3,1,3
"11778",2,1,1,1,3,4,3,1,3
"11779",3,1,1,1,3,4,3,1,3
"11780",4,1,1,1,3,4,3,1,4
"11781",1,2,1,1,3,4,3,1,3
"11782",2,2,1,1,3,4,3,1,3
"11783",3,2,1,1,3,4,3,1,3
"11784",4,2,1,1,3,4,3,1,4
"11785",1,3,1,1,3,4,3,1,3
"11786",2,3,1,1,3,4,3,1,3
"11787",3,3,1,1,3,4,3,1,3
"11788",4,3,1,1,3,4,3,1,4
"11789",1,4,1,1,3,4,3,1,4
"11790",2,4,1,1,3,4,3,1,4
"11791",3,4,1,1,3,4,3,1,4
"11792",4,4,1,1,3,4,3,1,4
"11793",1,1,2,1,3,4,3,1,3
"11794",2,1,2,1,3,4,3,1,3
"11795",3,1,2,1,3,4,3,1,3
"11796",4,1,2,1,3,4,3,1,4
"11797",1,2,2,1,3,4,3,1,3
"11798",2,2,2,1,3,4,3,1,3
"11799",3,2,2,1,3,4,3,1,3
"11800",4,2,2,1,3,4,3,1,4
"11801",1,3,2,1,3,4,3,1,3
"11802",2,3,2,1,3,4,3,1,3
"11803",3,3,2,1,3,4,3,1,3
"11804",4,3,2,1,3,4,3,1,4
"11805",1,4,2,1,3,4,3,1,4
"11806",2,4,2,1,3,4,3,1,4
"11807",3,4,2,1,3,4,3,1,4
"11808",4,4,2,1,3,4,3,1,4
"11809",1,1,3,1,3,4,3,1,3
"11810",2,1,3,1,3,4,3,1,3
"11811",3,1,3,1,3,4,3,1,3
"11812",4,1,3,1,3,4,3,1,4
"11813",1,2,3,1,3,4,3,1,3
"11814",2,2,3,1,3,4,3,1,3
"11815",3,2,3,1,3,4,3,1,3
"11816",4,2,3,1,3,4,3,1,4
"11817",1,3,3,1,3,4,3,1,3
"11818",2,3,3,1,3,4,3,1,3
"11819",3,3,3,1,3,4,3,1,3
"11820",4,3,3,1,3,4,3,1,4
"11821",1,4,3,1,3,4,3,1,4
"11822",2,4,3,1,3,4,3,1,4
"11823",3,4,3,1,3,4,3,1,4
"11824",4,4,3,1,3,4,3,1,4
"11825",1,1,4,1,3,4,3,1,4
"11826",2,1,4,1,3,4,3,1,4
"11827",3,1,4,1,3,4,3,1,4
"11828",4,1,4,1,3,4,3,1,4
"11829",1,2,4,1,3,4,3,1,4
"11830",2,2,4,1,3,4,3,1,4
"11831",3,2,4,1,3,4,3,1,4
"11832",4,2,4,1,3,4,3,1,4
"11833",1,3,4,1,3,4,3,1,4
"11834",2,3,4,1,3,4,3,1,4
"11835",3,3,4,1,3,4,3,1,4
"11836",4,3,4,1,3,4,3,1,4
"11837",1,4,4,1,3,4,3,1,4
"11838",2,4,4,1,3,4,3,1,4
"11839",3,4,4,1,3,4,3,1,4
"11840",4,4,4,1,3,4,3,1,4
"11841",1,1,1,2,3,4,3,1,3
"11842",2,1,1,2,3,4,3,1,3
"11843",3,1,1,2,3,4,3,1,3
"11844",4,1,1,2,3,4,3,1,4
"11845",1,2,1,2,3,4,3,1,3
"11846",2,2,1,2,3,4,3,1,3
"11847",3,2,1,2,3,4,3,1,3
"11848",4,2,1,2,3,4,3,1,4
"11849",1,3,1,2,3,4,3,1,3
"11850",2,3,1,2,3,4,3,1,3
"11851",3,3,1,2,3,4,3,1,3
"11852",4,3,1,2,3,4,3,1,4
"11853",1,4,1,2,3,4,3,1,4
"11854",2,4,1,2,3,4,3,1,4
"11855",3,4,1,2,3,4,3,1,4
"11856",4,4,1,2,3,4,3,1,4
"11857",1,1,2,2,3,4,3,1,3
"11858",2,1,2,2,3,4,3,1,3
"11859",3,1,2,2,3,4,3,1,3
"11860",4,1,2,2,3,4,3,1,4
"11861",1,2,2,2,3,4,3,1,3
"11862",2,2,2,2,3,4,3,1,3
"11863",3,2,2,2,3,4,3,1,3
"11864",4,2,2,2,3,4,3,1,4
"11865",1,3,2,2,3,4,3,1,3
"11866",2,3,2,2,3,4,3,1,3
"11867",3,3,2,2,3,4,3,1,3
"11868",4,3,2,2,3,4,3,1,4
"11869",1,4,2,2,3,4,3,1,4
"11870",2,4,2,2,3,4,3,1,4
"11871",3,4,2,2,3,4,3,1,4
"11872",4,4,2,2,3,4,3,1,4
"11873",1,1,3,2,3,4,3,1,3
"11874",2,1,3,2,3,4,3,1,3
"11875",3,1,3,2,3,4,3,1,3
"11876",4,1,3,2,3,4,3,1,4
"11877",1,2,3,2,3,4,3,1,3
"11878",2,2,3,2,3,4,3,1,3
"11879",3,2,3,2,3,4,3,1,3
"11880",4,2,3,2,3,4,3,1,4
"11881",1,3,3,2,3,4,3,1,3
"11882",2,3,3,2,3,4,3,1,3
"11883",3,3,3,2,3,4,3,1,3
"11884",4,3,3,2,3,4,3,1,4
"11885",1,4,3,2,3,4,3,1,4
"11886",2,4,3,2,3,4,3,1,4
"11887",3,4,3,2,3,4,3,1,4
"11888",4,4,3,2,3,4,3,1,4
"11889",1,1,4,2,3,4,3,1,4
"11890",2,1,4,2,3,4,3,1,4
"11891",3,1,4,2,3,4,3,1,4
"11892",4,1,4,2,3,4,3,1,4
"11893",1,2,4,2,3,4,3,1,4
"11894",2,2,4,2,3,4,3,1,4
"11895",3,2,4,2,3,4,3,1,4
"11896",4,2,4,2,3,4,3,1,4
"11897",1,3,4,2,3,4,3,1,4
"11898",2,3,4,2,3,4,3,1,4
"11899",3,3,4,2,3,4,3,1,4
"11900",4,3,4,2,3,4,3,1,4
"11901",1,4,4,2,3,4,3,1,4
"11902",2,4,4,2,3,4,3,1,4
"11903",3,4,4,2,3,4,3,1,4
"11904",4,4,4,2,3,4,3,1,4
"11905",1,1,1,3,3,4,3,1,3
"11906",2,1,1,3,3,4,3,1,3
"11907",3,1,1,3,3,4,3,1,3
"11908",4,1,1,3,3,4,3,1,4
"11909",1,2,1,3,3,4,3,1,3
"11910",2,2,1,3,3,4,3,1,3
"11911",3,2,1,3,3,4,3,1,3
"11912",4,2,1,3,3,4,3,1,4
"11913",1,3,1,3,3,4,3,1,3
"11914",2,3,1,3,3,4,3,1,3
"11915",3,3,1,3,3,4,3,1,3
"11916",4,3,1,3,3,4,3,1,4
"11917",1,4,1,3,3,4,3,1,4
"11918",2,4,1,3,3,4,3,1,4
"11919",3,4,1,3,3,4,3,1,4
"11920",4,4,1,3,3,4,3,1,4
"11921",1,1,2,3,3,4,3,1,3
"11922",2,1,2,3,3,4,3,1,3
"11923",3,1,2,3,3,4,3,1,3
"11924",4,1,2,3,3,4,3,1,4
"11925",1,2,2,3,3,4,3,1,3
"11926",2,2,2,3,3,4,3,1,3
"11927",3,2,2,3,3,4,3,1,3
"11928",4,2,2,3,3,4,3,1,4
"11929",1,3,2,3,3,4,3,1,3
"11930",2,3,2,3,3,4,3,1,3
"11931",3,3,2,3,3,4,3,1,3
"11932",4,3,2,3,3,4,3,1,4
"11933",1,4,2,3,3,4,3,1,4
"11934",2,4,2,3,3,4,3,1,4
"11935",3,4,2,3,3,4,3,1,4
"11936",4,4,2,3,3,4,3,1,4
"11937",1,1,3,3,3,4,3,1,3
"11938",2,1,3,3,3,4,3,1,3
"11939",3,1,3,3,3,4,3,1,3
"11940",4,1,3,3,3,4,3,1,4
"11941",1,2,3,3,3,4,3,1,3
"11942",2,2,3,3,3,4,3,1,3
"11943",3,2,3,3,3,4,3,1,3
"11944",4,2,3,3,3,4,3,1,4
"11945",1,3,3,3,3,4,3,1,3
"11946",2,3,3,3,3,4,3,1,3
"11947",3,3,3,3,3,4,3,1,3
"11948",4,3,3,3,3,4,3,1,4
"11949",1,4,3,3,3,4,3,1,4
"11950",2,4,3,3,3,4,3,1,4
"11951",3,4,3,3,3,4,3,1,4
"11952",4,4,3,3,3,4,3,1,4
"11953",1,1,4,3,3,4,3,1,4
"11954",2,1,4,3,3,4,3,1,4
"11955",3,1,4,3,3,4,3,1,4
"11956",4,1,4,3,3,4,3,1,4
"11957",1,2,4,3,3,4,3,1,4
"11958",2,2,4,3,3,4,3,1,4
"11959",3,2,4,3,3,4,3,1,4
"11960",4,2,4,3,3,4,3,1,4
"11961",1,3,4,3,3,4,3,1,4
"11962",2,3,4,3,3,4,3,1,4
"11963",3,3,4,3,3,4,3,1,4
"11964",4,3,4,3,3,4,3,1,4
"11965",1,4,4,3,3,4,3,1,4
"11966",2,4,4,3,3,4,3,1,4
"11967",3,4,4,3,3,4,3,1,4
"11968",4,4,4,3,3,4,3,1,4
"11969",1,1,1,4,3,4,3,1,4
"11970",2,1,1,4,3,4,3,1,4
"11971",3,1,1,4,3,4,3,1,4
"11972",4,1,1,4,3,4,3,1,4
"11973",1,2,1,4,3,4,3,1,4
"11974",2,2,1,4,3,4,3,1,4
"11975",3,2,1,4,3,4,3,1,4
"11976",4,2,1,4,3,4,3,1,4
"11977",1,3,1,4,3,4,3,1,4
"11978",2,3,1,4,3,4,3,1,4
"11979",3,3,1,4,3,4,3,1,4
"11980",4,3,1,4,3,4,3,1,4
"11981",1,4,1,4,3,4,3,1,4
"11982",2,4,1,4,3,4,3,1,4
"11983",3,4,1,4,3,4,3,1,4
"11984",4,4,1,4,3,4,3,1,4
"11985",1,1,2,4,3,4,3,1,4
"11986",2,1,2,4,3,4,3,1,4
"11987",3,1,2,4,3,4,3,1,4
"11988",4,1,2,4,3,4,3,1,4
"11989",1,2,2,4,3,4,3,1,4
"11990",2,2,2,4,3,4,3,1,4
"11991",3,2,2,4,3,4,3,1,4
"11992",4,2,2,4,3,4,3,1,4
"11993",1,3,2,4,3,4,3,1,4
"11994",2,3,2,4,3,4,3,1,4
"11995",3,3,2,4,3,4,3,1,4
"11996",4,3,2,4,3,4,3,1,4
"11997",1,4,2,4,3,4,3,1,4
"11998",2,4,2,4,3,4,3,1,4
"11999",3,4,2,4,3,4,3,1,4
"12000",4,4,2,4,3,4,3,1,4
"12001",1,1,3,4,3,4,3,1,4
"12002",2,1,3,4,3,4,3,1,4
"12003",3,1,3,4,3,4,3,1,4
"12004",4,1,3,4,3,4,3,1,4
"12005",1,2,3,4,3,4,3,1,4
"12006",2,2,3,4,3,4,3,1,4
"12007",3,2,3,4,3,4,3,1,4
"12008",4,2,3,4,3,4,3,1,4
"12009",1,3,3,4,3,4,3,1,4
"12010",2,3,3,4,3,4,3,1,4
"12011",3,3,3,4,3,4,3,1,4
"12012",4,3,3,4,3,4,3,1,4
"12013",1,4,3,4,3,4,3,1,4
"12014",2,4,3,4,3,4,3,1,4
"12015",3,4,3,4,3,4,3,1,4
"12016",4,4,3,4,3,4,3,1,4
"12017",1,1,4,4,3,4,3,1,4
"12018",2,1,4,4,3,4,3,1,4
"12019",3,1,4,4,3,4,3,1,4
"12020",4,1,4,4,3,4,3,1,4
"12021",1,2,4,4,3,4,3,1,4
"12022",2,2,4,4,3,4,3,1,4
"12023",3,2,4,4,3,4,3,1,4
"12024",4,2,4,4,3,4,3,1,4
"12025",1,3,4,4,3,4,3,1,4
"12026",2,3,4,4,3,4,3,1,4
"12027",3,3,4,4,3,4,3,1,4
"12028",4,3,4,4,3,4,3,1,4
"12029",1,4,4,4,3,4,3,1,4
"12030",2,4,4,4,3,4,3,1,4
"12031",3,4,4,4,3,4,3,1,4
"12032",4,4,4,4,3,4,3,1,4
"12033",1,1,1,1,4,4,3,1,4
"12034",2,1,1,1,4,4,3,1,4
"12035",3,1,1,1,4,4,3,1,4
"12036",4,1,1,1,4,4,3,1,4
"12037",1,2,1,1,4,4,3,1,4
"12038",2,2,1,1,4,4,3,1,4
"12039",3,2,1,1,4,4,3,1,4
"12040",4,2,1,1,4,4,3,1,4
"12041",1,3,1,1,4,4,3,1,4
"12042",2,3,1,1,4,4,3,1,4
"12043",3,3,1,1,4,4,3,1,4
"12044",4,3,1,1,4,4,3,1,4
"12045",1,4,1,1,4,4,3,1,4
"12046",2,4,1,1,4,4,3,1,4
"12047",3,4,1,1,4,4,3,1,4
"12048",4,4,1,1,4,4,3,1,4
"12049",1,1,2,1,4,4,3,1,4
"12050",2,1,2,1,4,4,3,1,4
"12051",3,1,2,1,4,4,3,1,4
"12052",4,1,2,1,4,4,3,1,4
"12053",1,2,2,1,4,4,3,1,4
"12054",2,2,2,1,4,4,3,1,4
"12055",3,2,2,1,4,4,3,1,4
"12056",4,2,2,1,4,4,3,1,4
"12057",1,3,2,1,4,4,3,1,4
"12058",2,3,2,1,4,4,3,1,4
"12059",3,3,2,1,4,4,3,1,4
"12060",4,3,2,1,4,4,3,1,4
"12061",1,4,2,1,4,4,3,1,4
"12062",2,4,2,1,4,4,3,1,4
"12063",3,4,2,1,4,4,3,1,4
"12064",4,4,2,1,4,4,3,1,4
"12065",1,1,3,1,4,4,3,1,4
"12066",2,1,3,1,4,4,3,1,4
"12067",3,1,3,1,4,4,3,1,4
"12068",4,1,3,1,4,4,3,1,4
"12069",1,2,3,1,4,4,3,1,4
"12070",2,2,3,1,4,4,3,1,4
"12071",3,2,3,1,4,4,3,1,4
"12072",4,2,3,1,4,4,3,1,4
"12073",1,3,3,1,4,4,3,1,4
"12074",2,3,3,1,4,4,3,1,4
"12075",3,3,3,1,4,4,3,1,4
"12076",4,3,3,1,4,4,3,1,4
"12077",1,4,3,1,4,4,3,1,4
